# Title: ProtoConsent Advanced Tracking Extended
# Description: Advanced or non-cookie techniques to identify or track devices across sites or sessions (extended - all sources)
# Version: 2026-04-28
# Last modified: 2026-04-28T21:38:11.821Z
# Entries: 17597
# Homepage: https://github.com/ProtoConsent/data
# License: GPL-3.0-or-later
#
0.0.0.0 1adult.com
0.0.0.0 1agarwood1kyara.com
0.0.0.0 1android.ru
0.0.0.0 1aposte.fr
0.0.0.0 1auchan.fr
0.0.0.0 1avalontrucking.com
0.0.0.0 1b3shop.com
0.0.0.0 1beautyproducts.com
0.0.0.0 1bestmatch.com
0.0.0.0 1bet.fr
0.0.0.0 1betbetwin.online
0.0.0.0 1betriot.fr
0.0.0.0 1billionairespin.fr
0.0.0.0 1bmo-online-verification.com
0.0.0.0 1but.fr
0.0.0.0 1butterfly.com
0.0.0.0 1butterflyuniques.com
0.0.0.0 1c-mipt.ru
0.0.0.0 1c-nika.ru
0.0.0.0 1click2deliver.com
0.0.0.0 1cpartners.ru
0.0.0.0 1creedittmutuel.fr
0.0.0.0 1cweb.tech
0.0.0.0 1day.gift
0.0.0.0 1delovoiclub.ru
0.0.0.0 1digitalonline.com
0.0.0.0 1docinternational.com
0.0.0.0 1drop.digital
0.0.0.0 1drv.us.com
0.0.0.0 1dsim.com
0.0.0.0 1ecosolution.it
0.0.0.0 1elon.com
0.0.0.0 1f7wwaex9rbh.com
0.0.0.0 1fegaro.info
0.0.0.0 1flower.by
0.0.0.0 1fn8.com
0.0.0.0 1fuel.io
0.0.0.0 1gfz.com
0.0.0.0 1go-casino.fr
0.0.0.0 1gocasino-fr.fr
0.0.0.0 1goodshepherd.org
0.0.0.0 1greatrealestatesales.com
0.0.0.0 1hal.com
0.0.0.0 1heda.com
0.0.0.0 1hikmah.com
0.0.0.0 1hwy.com
0.0.0.0 1ifsz2u6.com
0.0.0.0 1inch-eth.ipns.dweb.link
0.0.0.0 1ink.cc
0.0.0.0 1k-dailyprofit-pro.com
0.0.0.0 1k-dailyprofitapp.com
0.0.0.0 1kdailyprofitstech.com
0.0.0.0 1kreditzaim.ru
0.0.0.0 1krn.cc
0.0.0.0 1kuailian.hl.cn
0.0.0.0 1l1s.org
0.0.0.0 1lastcut.com
0.0.0.0 1lider-stroy.store
0.0.0.0 1litteno.home-walil1.jp
0.0.0.0 1market.com
0.0.0.0 1maz.com
0.0.0.0 1mbg.com
0.0.0.0 1medicine.org
0.0.0.0 1mfromthefuture.com
0.0.0.0 1mkr.cc
0.0.0.0 1mofu.trk.elasticemail.com
0.0.0.0 1morestep.org
0.0.0.0 1mrh.com
0.0.0.0 1mx5j.trk.elasticemail.com
0.0.0.0 1my65.trk.elasticemail.com
0.0.0.0 1mz34.trk.elasticemail.com
0.0.0.0 1nlost.ciwal.qpon
0.0.0.0 1nlost.geniro.qpon
0.0.0.0 1nsr.com
0.0.0.0 1nvu.com
0.0.0.0 1o1birekstra.click
0.0.0.0 1o1birekstrac.click
0.0.0.0 1o1birekstract.click
0.0.0.0 1o1birekstracu.click
0.0.0.0 1o1birekstracy.click
0.0.0.0 1o1birekstrax1.click
0.0.0.0 1office.com.cn
0.0.0.0 1on1fitnesscoach.com
0.0.0.0 1onetplnews24.convertri.com
0.0.0.0 1pamm.ru
0.0.0.0 1password.fr
0.0.0.0 1pavilion-damansara-heights.com
0.0.0.0 1percentre.com
0.0.0.0 1pg0.com
0.0.0.0 1pj22.com
0.0.0.0 1pl38.com
0.0.0.0 1pm4.com
0.0.0.0 1popop.com
0.0.0.0 1poz.my
0.0.0.0 1premiumautocare.com
0.0.0.0 1profitable.com
0.0.0.0 1psy.com
0.0.0.0 1qingdao.com
0.0.0.0 1red-casino.fr
0.0.0.0 1redcasino.fr
0.0.0.0 1redhotdesign.com
0.0.0.0 1redirc.com
0.0.0.0 1roofev.com
0.0.0.0 1safecity.com
0.0.0.0 1safetyconstruction.com
0.0.0.0 1se.ru
0.0.0.0 1slon4.cc
0.0.0.0 1speed.info
0.0.0.0 1st-classoffers.com
0.0.0.0 1st-urist.ru
0.0.0.0 1standartmaster.store
0.0.0.0 1stcollege.com
0.0.0.0 1stemployer.com
0.0.0.0 1stireland.com
0.0.0.0 1ststop3d.com
0.0.0.0 1sttheworld.com
0.0.0.0 1suitespace.com
0.0.0.0 1supplies.ca
0.0.0.0 1sw9x.mjt.lu
0.0.0.0 1sweethost.com
0.0.0.0 1tag.ai
0.0.0.0 1tambov.ru
0.0.0.0 1toit2suite.net
0.0.0.0 1topnow.com
0.0.0.0 1traff.ru
0.0.0.0 1tvv.com
0.0.0.0 1unblock.com
0.0.0.0 1vaozxr.cn
0.0.0.0 1win-casinos.fr
0.0.0.0 1win-club.fr
0.0.0.0 1win-k.com
0.0.0.0 1wincasino.fr
0.0.0.0 1winfr-app.fr
0.0.0.0 1winfrance.fr
0.0.0.0 1winwins.ru
0.0.0.0 1wjucx.com
0.0.0.0 1wuheue83.cfd
0.0.0.0 1x-asiabet.mobi
0.0.0.0 1x-bet-co.com
0.0.0.0 1x-bet2021.com
0.0.0.0 1x-betua.com
0.0.0.0 1x-ibet3.com
0.0.0.0 1x.de
0.0.0.0 1x1.cz
0.0.0.0 1xaja.com
0.0.0.0 1xbenar.com
0.0.0.0 1xbet-az-giris3.com
0.0.0.0 1xbet-az-giris4.com
0.0.0.0 1xbet-az3.live
0.0.0.0 1xbet-france.fr
0.0.0.0 1xbet.mobi
0.0.0.0 1xbetbonus.fr
0.0.0.0 1xbetcasino.fr
0.0.0.0 1xbetcm.mobi
0.0.0.0 1xbetmirror.sbs
0.0.0.0 1xbit9.com
0.0.0.0 1xcambodia.com
0.0.0.0 1xcasino-france.fr
0.0.0.0 1xcebu.com
0.0.0.0 1xchangi.com
0.0.0.0 1xfiesta.com
0.0.0.0 1xgokil.com
0.0.0.0 1xkhmer.com
0.0.0.0 1xlaguna.com
0.0.0.0 1xlanka.com
0.0.0.0 1xlite-447029.top
0.0.0.0 1xlite-8941187.top
0.0.0.0 1xmakati.com
0.0.0.0 1xmanila.com
0.0.0.0 1xmyanmar.net
0.0.0.0 1xsinga.com
0.0.0.0 1xslot-ua.com
0.0.0.0 1xslot.com
0.0.0.0 1xslots-1x-ru.ru
0.0.0.0 1xslots-1x-ru.store
0.0.0.0 1xslots-promo.ru
0.0.0.0 1xslots-promo.store
0.0.0.0 1xslots-rf.ru
0.0.0.0 1xslots-rf.store
0.0.0.0 1xslots-x.ru
0.0.0.0 1xslots-x.store
0.0.0.0 1xslots1xslot.ru
0.0.0.0 1xslots1xslot.store
0.0.0.0 1xslots1xslots.ru
0.0.0.0 1xslots1xslots.store
0.0.0.0 1xslotsoficial.ru
0.0.0.0 1xslotsoficial.store
0.0.0.0 1xslotsplay.ru
0.0.0.0 1xslotsplay.store
0.0.0.0 1y6wgyye3.cfd
0.0.0.0 1yko.shop
0.0.0.0 1yoga4all.com
0.0.0.0 1zil1.s3.cubbit.eu
0.0.0.0 1ztop.work
0.0.0.0 2.top4top.io
0.0.0.0 20-minutos.live
0.0.0.0 2000-mclaughlin-rentals.com
0.0.0.0 200jogoee.com
0.0.0.0 200zumprater.com
0.0.0.0 2012yearleft.com
0.0.0.0 201437-google.com
0.0.0.0 2015amayaremodeling.com
0.0.0.0 2016.sina.cn
0.0.0.0 2016maillotnba.fr
0.0.0.0 2017.complenet.org
0.0.0.0 201vulkanvegas.com
0.0.0.0 2020-film.org
0.0.0.0 2020alliance.com
0.0.0.0 2021zuixingg.com
0.0.0.0 2022bucketlist.xyz
0.0.0.0 2023g.com
0.0.0.0 2023shoponline.com
0.0.0.0 2024-jo-paris.fr
0.0.0.0 2024defivip.vip
0.0.0.0 2025-accountrenewment.com
0.0.0.0 2025-forge-unit.sa.com
0.0.0.0 2025liquidation.shop
0.0.0.0 2026-eobuwie.sbs
0.0.0.0 2026.72.chat
0.0.0.0 2026clearancesalejyskcr.shop
0.0.0.0 2026lidlsilvercrest.shop
0.0.0.0 2026ochnikvip.shop
0.0.0.0 2026pasi-eu.com
0.0.0.0 2026springpromotion.com
0.0.0.0 2026springpromotion.shop
0.0.0.0 2026wojasviponline.shop
0.0.0.0 202ch.com
0.0.0.0 20334-coinbase.com
0.0.0.0 20549-coinbase.com
0.0.0.0 20icecasino.com
0.0.0.0 20mi-nutes.fr
0.0.0.0 20minutrs.fr
0.0.0.0 20minuts.fr
0.0.0.0 20sat.com
0.0.0.0 21-bets.fr
0.0.0.0 212investment.com
0.0.0.0 21750.tctm.co
0.0.0.0 21beautique.com
0.0.0.0 21creativo.com
0.0.0.0 21diamonds.fr
0.0.0.0 21fortunehills.com
0.0.0.0 21olqln.com
0.0.0.0 21overnight.com
0.0.0.0 21vc.io
0.0.0.0 2226wurpatw.tokyo
0.0.0.0 22bao.com
0.0.0.0 22bbc.com
0.0.0.0 22bet-top.com
0.0.0.0 22bettop.com
0.0.0.0 22betvy.com
0.0.0.0 22betz.com
0.0.0.0 22lco.codesandbox.io
0.0.0.0 22magu.com
0.0.0.0 22zalo.com
0.0.0.0 23-google.com
0.0.0.0 233qk.com
0.0.0.0 2349.jp
0.0.0.0 2355432-coinbase.com
0.0.0.0 238747-recovery.com
0.0.0.0 23b3imkqh.life
0.0.0.0 23e56bdabd.shop
0.0.0.0 23edu.org
0.0.0.0 23jp.org
0.0.0.0 23navi.com
0.0.0.0 23nh.cn
0.0.0.0 23vulkanvegas.com
0.0.0.0 24-7bank.com
0.0.0.0 24-7clinic.com
0.0.0.0 24-7cryptocurrenciez.com
0.0.0.0 24-7masawisevaultnord.com
0.0.0.0 24-casino.fr
0.0.0.0 24-sklep.pl
0.0.0.0 24.eu
0.0.0.0 24124.com
0.0.0.0 2449march2024.com
0.0.0.0 24695.com
0.0.0.0 2475april2024.com
0.0.0.0 2477april2024.com
0.0.0.0 247destockwinner.info
0.0.0.0 247gmail.com
0.0.0.0 247secure.us
0.0.0.0 247shopping.net
0.0.0.0 2487may2024.com
0.0.0.0 2489may2024.com
0.0.0.0 2493may2024.com
0.0.0.0 249741-coinbase.com
0.0.0.0 2497may2024.com
0.0.0.0 24belgium.today
0.0.0.0 24bets.io
0.0.0.0 24bizhub.com
0.0.0.0 24casino-fr.fr
0.0.0.0 24casino.fr
0.0.0.0 24cnh.com
0.0.0.0 24denmark.today
0.0.0.0 24hdeepnude.com
0.0.0.0 24hourdentistlondon.co.uk
0.0.0.0 24hs.net
0.0.0.0 24kgames.com
0.0.0.0 24kyocera.online
0.0.0.0 24kyocera.ru
0.0.0.0 24linux.com
0.0.0.0 24live.me
0.0.0.0 24masr.com
0.0.0.0 24metrics.com
0.0.0.0 24newspl.convertri.com
0.0.0.0 24nieuwsflash.com
0.0.0.0 24nieuwsflash.top
0.0.0.0 24paybanks.org
0.0.0.0 24sapsupport.ru
0.0.0.0 24smi.net
0.0.0.0 24work.shop
0.0.0.0 24yazymgfobzy.mocha.app
0.0.0.0 25488-coinbase.com
0.0.0.0 256cloud.com
0.0.0.0 258702-coinbase.com
0.0.0.0 258agency.store
0.0.0.0 25a9.com
0.0.0.0 25degreesbangkok.com
0.0.0.0 25t6ioaooca2.top
0.0.0.0 25timesgg.shop
0.0.0.0 2607.cn
0.0.0.0 262.digital
0.0.0.0 262j.com
0.0.0.0 268mob.cn
0.0.0.0 26gmail.com
0.0.0.0 26motormedan.com
0.0.0.0 26paronlinaj.com
0.0.0.0 26skins.com
0.0.0.0 270278609-2020004278-462904544-440202503325--570202500372x-usps.com
0.0.0.0 2717grading.com
0.0.0.0 27188-coinbase.com
0.0.0.0 27472-coinbase.com
0.0.0.0 275929-coinbase.com
0.0.0.0 276912-coinbase.com
0.0.0.0 27frames.co.za
0.0.0.0 27gmail.com
0.0.0.0 27thstatechampionship.com
0.0.0.0 27viral.com
0.0.0.0 28057.com
0.0.0.0 283ps.com
0.0.0.0 2884925-coinbase.com
0.0.0.0 288exhibition.com
0.0.0.0 28bxg.com
0.0.0.0 28xs.com
0.0.0.0 294104-coinbase.com
0.0.0.0 294953-coinbase.com
0.0.0.0 299group.com
0.0.0.0 29black-fr.fr
0.0.0.0 29black.promo
0.0.0.0 2a1gmu.com
0.0.0.0 2a6m2wkiq.life
0.0.0.0 2a9b-188-48-91-4.ngrok-free.app
0.0.0.0 2ads.fr
0.0.0.0 2amsports.com
0.0.0.0 2b2e2dcf.liftmyresume.com
0.0.0.0 2bimoda.com
0.0.0.0 2brothersautocare.com
0.0.0.0 2burned.de
0.0.0.0 2captchadiscord.xyz
0.0.0.0 2centre.com
0.0.0.0 2chrup56.ru
0.0.0.0 2cn9g1efo.com
0.0.0.0 2ctmedia.com
0.0.0.0 2d-plus.com
0.0.0.0 2d7d.co.cc
0.0.0.0 2day.cyou
0.0.0.0 2donnareed.com
0.0.0.0 2e-bureau.com
0.0.0.0 2elegant.com
0.0.0.0 2emai.com
0.0.0.0 2exittravel.com
0.0.0.0 2f-taipei.com
0.0.0.0 2famondatory-protection.com
0.0.0.0 2fants.com
0.0.0.0 2feet4paws.ae
0.0.0.0 2fish1.com
0.0.0.0 2fn01.com
0.0.0.0 2fn2.com
0.0.0.0 2fn7.com
0.0.0.0 2fn9.com
0.0.0.0 2fourty4.co.za
0.0.0.0 2g-kitchen.ru
0.0.0.0 2h1.jp
0.0.0.0 2hbll.codesandbox.io
0.0.0.0 2hot2handlebbqkc.com
0.0.0.0 2i6b0bxgolqm.top
0.0.0.0 2ijwuu3.lat
0.0.0.0 2itchyfeets.com
0.0.0.0 2j.fr
0.0.0.0 2kata.ru
0.0.0.0 2kz6sotqoflqa.mocha.app
0.0.0.0 2ledhenone.com
0.0.0.0 2lemonde.fr
0.0.0.0 2lili.com
0.0.0.0 2linkfast.com
0.0.0.0 2m1mrealestate.com
0.0.0.0 2m5f.com
0.0.0.0 2makestorage.com
0.0.0.0 2mars.biz
0.0.0.0 2mdn.net
0.0.0.0 2mediahouse.com
0.0.0.0 2miners.com
0.0.0.0 2motor.ru
0.0.0.0 2mpact.com
0.0.0.0 2mtechnologies.net
0.0.0.0 2mycomputer.com
0.0.0.0 2navi.com
0.0.0.0 2nd2n.com
0.0.0.0 2nell.com
0.0.0.0 2njwninj2.sbs
0.0.0.0 2no.co
0.0.0.0 2o5i5nupt4zng.mocha.app
0.0.0.0 2otakudesu.org
0.0.0.0 2pan.ru
0.0.0.0 2pj00.com
0.0.0.0 2pj88.com
0.0.0.0 2pj99.com
0.0.0.0 2plinvestshop.convertri.com
0.0.0.0 2pm1.com
0.0.0.0 2rp.info
0.0.0.0 2s11.com
0.0.0.0 2senior.fr
0.0.0.0 2sexa.com
0.0.0.0 2sexy.ro
0.0.0.0 2simple.ru
0.0.0.0 2source.ch
0.0.0.0 2spendless.com
0.0.0.0 2squared.com
0.0.0.0 2task.ru
0.0.0.0 2tris.ru
0.0.0.0 2trk.ru
0.0.0.0 2ts-engineering.by
0.0.0.0 2ucz3ymr1.com
0.0.0.0 2vcb9onxjm.com
0.0.0.0 2wayseminaire.com
0.0.0.0 2wbio-loop.com
0.0.0.0 2worldsconsultingservices.com
0.0.0.0 2x-tsla.com
0.0.0.0 2x2landgarage.jp
0.0.0.0 2z0z.com
